S.No,e-publish Date,Bid Submission Closing Date,Tender Opening Date,Title and Ref.No./Tender ID,Organisation Chain,Reference Link
395.,21-Aug-2023 05:00 PM.,05-Sep-2023 01:00 PM,06-Sep-2023 01:00 PM,[REPAIRING OF POWER PLANT MODULES UNDER KHAGARIA OA]  [GM/DBN BA/PLG/TENDER/REPAIRING OF POWER PLANTS/KHG][2023_BSNL_165182_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Bihar Telecom Circle||G.M. Dharbhanga,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SWOyllTAXpyuAniQpP1tArA%3D%3D
396.,21-Aug-2023 05:00 PM.,05-Sep-2023 03:00 PM,06-Sep-2023 03:00 PM,"[E-Tender for Laying PLB pipe/ Duct and Associated works by Open Trench Method/Trenchless Technology, Optical Fibre Cable Pulling/Blowing and splicing works etc., for REHAB WORK in RAIGAD SSA under PH-V]  [NIT16/CNTXW/MBI/ Rehab V RTG-RGD/23-24/ dt 21-8-23][2023_BSNL_165181_2]","Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Western Telecom Region||GMM,WTR Mumbai/ DGMM WTR Thane||SDE Admin, Thane",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=S9gOV1yuafCIuPd6R9SsQIA%3D%3D
397.,22-Aug-2023 12:00 PM.,28-Aug-2023 03:00 PM,28-Aug-2023 03:00 PM,[Renovation of battery room in Dielectric section and toilets of MED division (First Floor) inside CEL]  [C-2(b)/WC/0907/0448/2023][2023_CEL_161754_4],Central Electronics Limited,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SkvryftWYvfKYJq7RihpEUA%3D%3D
398.,22-Aug-2023 06:00 PM.,11-Sep-2023 02:00 PM,12-Sep-2023 03:00 PM,[SUPPLY CONSTRUCTION ERECTION AND COMMISSIONING OF STRUCTURAL MECHANICAL AND ELECTRICAL WORKS FOR CNG STATION AT RETAIL OUTLETS DEALERS STATIONS DECOMPRESSION FACILITIES AT GAJAPATI KANDHAMAL BOUDH AND SONEPUR GA 2 YEARS ANNUAL RATE CONTRACT ARC]  [05/51/U999/GAIL GAS/001-iv][2023_GAILG_161301_1],GAIL Gas Limited||EPMC - GAIL Gas Ltd. Noida||Contract and Procurement - EPMC Noida,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SXYOXS%2F4GHnvfY8hrrPJN9Q%3D%3D
399.,22-Aug-2023 02:00 PM.,05-Sep-2023 02:30 PM,06-Sep-2023 03:00 PM,"[E-Tender for Laying PLB pipe/ Duct and Associated works by Open Trench Method/Trenchless Technology, Optical Fibre Cable Pulling/Blowing and splicing works under 4G Saturation Project in villages in GOGUNDA-JHADOL (9 LOCATIONS) in Udaipur SSA]  [RJUPRD-23/11(16)/22/2023-ADMN AND PLG-UPR][2023_BSNL_165261_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Rajasthan Telecom Circle||GMTD-Udaipur||JTO (Plg),https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=S0IpTLwrceyyK8n8MqUa%2F8g%3D%3D
400.,22-Aug-2023 03:00 PM.,09-Sep-2023 03:00 PM,11-Sep-2023 03:00 PM,"[Tender for Printing,Transportation and supply of POP material across Nagpur BSNL SSA]  [Tender for Printing,supply of POP material][2023_BSNL_165172_1]","Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Maharashtra Telecom Circle||GMTD, Nagpur",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SEQSbmF%2FRt1InxUlXk0zDBQ%3D%3D
401.,22-Aug-2023 04:00 PM.,12-Sep-2023 03:00 PM,13-Sep-2023 03:30 PM,[S-4-1490/OFC/4G Sites/Jodhpur SSA/23-24]  [S-4-1490/OFC/4G Sites/Jodhpur SSA/23-24][2023_BSNL_165179_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Rajasthan Telecom Circle||GMTD-Jodhpur||AGM(NWP-CFA),https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SRYvbVLCsLs%2BbsdXjmAwuRg%3D%3D
402.,22-Aug-2023 06:30 PM.,05-Sep-2023 03:30 PM,06-Sep-2023 03:30 PM,[Rehabilitation of Rail Track for Stacker Reclaimer at NTECL]  [CS 5203R][2023_NTECL_165294_1],NTECL||Vallur Thermal Power Project||Contracts and Materials,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SEhWYX5ZgukuDlkDcwlG1MA%3D%3D
403.,22-Aug-2023 02:00 PM.,05-Sep-2023 02:30 PM,06-Sep-2023 03:00 PM,"[E-Tender for Laying PLB pipe/ Duct and Associated works by Open Trench Method/Trenchless Technology, Optical Fibre Cable Pulling/Blowing and splicing works under 4G Saturation Project in villages in GOGUNDA-JHADOL (9 LOCATIONS) in Udaipur SSA]  [RJUPRD-23/11(16)/22/2023-ADMN AND PLG-UPR][2023_BSNL_165261_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Rajasthan Telecom Circle||GMTD-Udaipur||JTO (Plg),https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=S0IpTLwrceyyK8n8MqUa%2F8g%3D%3D
404.,23-Aug-2023 09:00 AM.,06-Sep-2023 03:00 PM,07-Sep-2023 03:30 PM,[Renovation of Ladies and Gents washroom at Pulwama Field Station IIIM Branch Lab Srinagar (Electrical Work)]  [W11015/4/2023-Works][2023_CSIR_165341_1],Council of Scientific and Industrial Research||IIIM-Jammu - CSIR||ESD-IIM - CSIR,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=STqC5wm2lNxnyJY%2BeuLH0tQ%3D%3D
405.,22-Aug-2023 06:00 PM.,01-Sep-2023 12:00 PM,02-Sep-2023 12:00 PM,[DE/CNTxWP/PN/W4IV/ANR-TSG/168 (AT-1) DT 22.08.23]  [DE/CNTxWP/PN/W4IV/ANR-TSG/168 (AT-1) DT 22.08.23][2023_BSNL_165260_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Western Telecom Project||DGM, SMA, Pune",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SuAmKjPnTXp6%2FaZK4dXHGvw%3D%3D
406.,22-Aug-2023 02:00 PM.,01-Sep-2023 06:00 PM,04-Sep-2023 04:00 PM,[Repairing of Quarter]  [41/CD-I/BSNL/Kol/23-24][2023_BSNL_165262_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Calcutta Telephone District||CE (Civil), Kolkata TD||SE (Civil), Kolkata TD",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=S6jwXnQZncGfJMDsM9Ubv6g%3D%3D
407.,23-Aug-2023 10:00 AM.,30-Aug-2023 12:00 PM,30-Aug-2023 12:05 PM,[NIT NO. 15 ITEM NO. 01]  [EE/Elect/WestZone/2023-24/15][2023_MCD_165349_1],Municipal Corporation of Delhi||Engineering - MCD||Electrical - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=StmgF9Ogep0L9Ea07XFkxTg%3D%3D
408.,22-Aug-2023 03:00 PM.,31-Aug-2023 03:00 PM,01-Sep-2023 04:00 PM,"[Tender for transportation of CNG Provers Mass Flow Meters (04 Nos.) to and from Pune to FCRI, Palakkad for calibration.]  [MNGL/CP/2023-24/77][2023_MNGL_165263_1]",Maharashtra Natural Gas Ltd.||Corporate Office Pune||Contracts and Procurement,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SSqIKsQ4iLATNDj6rjExcBQ%3D%3D
409.,23-Aug-2023 10:00 AM.,30-Aug-2023 03:00 PM,30-Aug-2023 03:05 PM,[NIT NO. 16 ITEM NO. 01]  [EE/Elect/WestZone/2023-24/16][2023_MCD_165350_1],Municipal Corporation of Delhi||Engineering - MCD||Electrical - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=S2GrqeQ%2Bkm4Ho%2BZarCwFxcg%3D%3D
410.,22-Aug-2023 02:15 PM.,05-Sep-2023 02:30 PM,06-Sep-2023 03:00 PM,"[E-Tender for Laying PLB pipe/ Duct and Associated works by Open Trench Method/Trenchless Technology, Optical Fibre Cable Pulling/Blowing and splicing works under 4G Saturation Project in villages in GIRWA-BADGAON-VBN (10 LOCATIONS) in Udaipur SSA.]  [RJUPRD-23/11(16)/20/2023-ADMN AND PLG-UPR][2023_BSNL_165264_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Rajasthan Telecom Circle||GMTD-Udaipur||JTO (Plg),https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SacF8WwKuzDyg6MoaFIqTiA%3D%3D
411.,23-Aug-2023 11:15 AM.,04-Sep-2023 11:30 AM,05-Sep-2023 11:30 AM,[Optical Fiber Cable Construction work for 4G saturation Project of 13 sites of Sriganganagar SSA]  [S-498/e-t/OFC 4G Saturation/Sec-II/SGR SSA/BIK BA][2023_BSNL_165358_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Rajasthan Telecom Circle||GMTD-Bikaner||AGM(Rural),https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SnOQ%2B%2B8rF9e5a5Bsl8M%2FF7g%3D%3D
412.,22-Aug-2023 03:00 PM.,31-Aug-2023 03:00 PM,01-Sep-2023 04:00 PM,"[Tender for transportation of CNG Provers Mass Flow Meters (04 Nos.) to and from Pune to FCRI, Palakkad for calibration.]  [MNGL/CP/2023-24/77][2023_MNGL_165263_1]",Maharashtra Natural Gas Ltd.||Corporate Office Pune||Contracts and Procurement,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SSqIKsQ4iLATNDj6rjExcBQ%3D%3D
413.,23-Aug-2023 11:00 AM.,04-Sep-2023 11:30 AM,05-Sep-2023 11:30 AM,[Optical Fiber Cable Construction work for 4G saturation Project of 15 sites of Sriganganagar SSA.]  [S-497/e-tender/OFC 4G Saturation/Section-I/Sgr/Bik][2023_BSNL_165352_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Rajasthan Telecom Circle||GMTD-Bikaner||AGM(Rural),https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=S6HxhRACwS2yEt3o93N1VRQ%3D%3D
414.,22-Aug-2023 02:15 PM.,05-Sep-2023 02:30 PM,06-Sep-2023 03:00 PM,"[E-Tender for Laying PLB pipe/ Duct and Associated works by Open Trench Method/Trenchless Technology, Optical Fibre Cable Pulling/Blowing and splicing works under 4G Saturation Project in villages in GIRWA-BADGAON-VBN (10 LOCATIONS) in Udaipur SSA.]  [RJUPRD-23/11(16)/20/2023-ADMN AND PLG-UPR][2023_BSNL_165264_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Rajasthan Telecom Circle||GMTD-Udaipur||JTO (Plg),https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SacF8WwKuzDyg6MoaFIqTiA%3D%3D
415.,23-Aug-2023 09:00 AM.,13-Sep-2023 03:00 PM,14-Sep-2023 03:30 PM,"[Providing and fixing of wooden false ceiling in research scholar hostel building at IIIM, Br. Lab. Srinagar]  [W11015/2/2023-Works][2023_CSIR_165332_1]",Council of Scientific and Industrial Research||IIIM-Jammu - CSIR||ESD-IIM - CSIR,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SJIcxBcGUM9YfDfnAL7nLFQ%3D%3D
416.,22-Aug-2023 03:00 PM.,04-Sep-2023 02:30 PM,05-Sep-2023 03:00 PM,[E-Tender for Laying PLB pipe/ Duct and Associated works by Open Trench ]  [RJUPRD-23/11(16)/24/2023-ADMN AND PLG-UPR][2023_BSNL_165267_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Rajasthan Telecom Circle||GMTD-Udaipur||JTO (Plg),https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SEUuhZN%2BtkMxKXbpF3WLZ%2Bw%3D%3D
417.,23-Aug-2023 12:30 PM.,13-Sep-2023 03:00 PM,14-Sep-2023 03:00 PM,"[Hiring of Commercial Vehicles (Sedan, SUV and Premium SUV) on Rate Contract Basis for Outstation and Local use for UCIL, Tummalapalle ]  [UCIL/TMPL/P and A/NIT-05/2023][2023_UCIL_165379_1]",Uranium Corporation of India Limited||Works Contract- Tummalapalle - UCIL||Tummalapalle-Mill,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=S38gNKPJQRmUqZwrXJiOTUQ%3D%3D
418.,22-Aug-2023 06:00 PM.,01-Sep-2023 12:00 PM,02-Sep-2023 12:00 PM,[DE/CNTxWP/KPR/T-2/Vol-14/107 (CD-3) DTD 22.08.2023]  [DE/CNTxWP/KPR/T-2/Vol-14/107 (CD-3) DTD 22.08.2023][2023_BSNL_165289_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Western Telecom Project||DGM, SMA, Pune",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=STdf1ESWBq89LT8kSqQIEcg%3D%3D
419.,23-Aug-2023 09:00 AM.,06-Sep-2023 03:00 PM,07-Sep-2023 03:30 PM,"[Renovation of Ladies and Gents washroom at Pulwama Field Station, IIIM Branch Lab Srinagar.]  [W11015/3/2023/Works][2023_CSIR_165340_1]",Council of Scientific and Industrial Research||IIIM-Jammu - CSIR||ESD-IIM - CSIR,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SQIIadw30lhKluPS%2FctOZvw%3D%3D
420.,22-Aug-2023 03:00 PM.,14-Sep-2023 02:30 PM,15-Sep-2023 03:00 PM,"[HIRING OF CONTRACT FOR CONSTRUCTION OF OFFICERS CLUB CUM RECREATION CENTER AT BCPL, TOWNSHIP, BARBARUAH]  [BCPL/CNP/LE23W059BB/02767][2023_BCPL_165270_1]",Brahmaputra Cracker and Polymer Limited||C and P - BCPL,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SRZw8AFmfcpY32UD7xDquiA%3D%3D
421.,22-Aug-2023 05:00 PM.,06-Sep-2023 03:00 PM,07-Sep-2023 03:00 PM,[SUPPLY ON DOOR DELIVERY BASIS OF MS STRUCTURAL MATERIALS]  [HBL/TEN/23-24/187][2023_HPCLB_165308_1],HPCL Biofuels Limited||Purchase (Patna),https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=S292uwUGqbEzCkMuOBOtyjw%3D%3D
422.,23-Aug-2023 11:00 AM.,04-Sep-2023 11:30 AM,05-Sep-2023 11:30 AM,[Optical Fiber Cable Construction work for 4G saturation Project of 15 sites of Sriganganagar SSA.]  [S-497/e-tender/OFC 4G Saturation/Section-I/Sgr/Bik][2023_BSNL_165352_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Rajasthan Telecom Circle||GMTD-Bikaner||AGM(Rural),https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=S6HxhRACwS2yEt3o93N1VRQ%3D%3D
423.,23-Aug-2023 11:00 AM.,05-Sep-2023 10:00 AM,06-Sep-2023 11:00 AM,"[Annual maintenance contract for various types of staff quarters at CSIR- NAL, Kodihalli campus, Bengaluru-560017]  [ESD - NAL / 05 / E of 2023 - 2024][2023_CSIR_165242_1]",Council of Scientific and Industrial Research||NAL Bengaluru - CSIR||Admin-NAL - CSIR,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=S62br4kmWdKhnig9of%2FQqDQ%3D%3D
424.,22-Aug-2023 05:00 PM.,05-Sep-2023 03:00 PM,06-Sep-2023 04:00 PM,[Tender for Developing Mobile App Android and iOS with Two years AMC and AWS hosting for usage of MNGL Domestic Customers.]  [MNGL/CP/2023-24/78][2023_MNGL_165302_1],Maharashtra Natural Gas Ltd.||Corporate Office Pune||Contracts and Procurement,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SAGVV%2BE7bOEsOMhDwzp1few%3D%3D
425.,23-Aug-2023 09:00 AM.,13-Sep-2023 03:00 PM,14-Sep-2023 03:30 PM,"[Providing and fixing of wooden false ceiling in research scholar hostel building at IIIM, Br. Lab. Srinagar]  [W11015/2/2023-Works][2023_CSIR_165332_1]",Council of Scientific and Industrial Research||IIIM-Jammu - CSIR||ESD-IIM - CSIR,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SJIcxBcGUM9YfDfnAL7nLFQ%3D%3D
426.,23-Aug-2023 12:30 PM.,13-Sep-2023 03:00 PM,14-Sep-2023 03:00 PM,"[Hiring of Commercial Vehicles (Sedan, SUV and Premium SUV) on Rate Contract Basis for Outstation and Local use for UCIL, Tummalapalle ]  [UCIL/TMPL/P and A/NIT-05/2023][2023_UCIL_165379_1]",Uranium Corporation of India Limited||Works Contract- Tummalapalle - UCIL||Tummalapalle-Mill,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=S38gNKPJQRmUqZwrXJiOTUQ%3D%3D
427.,22-Aug-2023 06:00 PM.,11-Sep-2023 11:00 AM,12-Sep-2023 11:00 AM,[Repair Recondition re-winding of 11KV/ 440 V 200/250 KVA Distribution Transformers]  [29/IMEE/ELE/EMP1223Dt22.08.23][2023_VPT_165311_1],Visakhapatnam Port Trust||Mech. and Elec. Engineering - VPT||Electrical and Electronics - VPT,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SoTye%2FpebMYYez2BAb6BHMA%3D%3D
428.,22-Aug-2023 06:00 PM.,07-Sep-2023 02:00 PM,08-Sep-2023 02:00 PM,[PROVIDING OF SECURITY CARE TAKING AND LOSS PRESENTATION SERVICES AT GTI NOIDA.]  [GAIL/GTI NOIDA/CNP/SECURITY/FL-16/23-24][2023_GAIL_165303_1],GAIL (India) Limited||GAIL India Limited GTI-Noida,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=S8oCPm54jbCtKp%2FCO%2BWNHGg%3D%3D
429.,23-Aug-2023 09:00 AM.,06-Sep-2023 03:00 PM,07-Sep-2023 03:30 PM,"[Renovation of Ladies and Gents washroom at Pulwama Field Station, IIIM Branch Lab Srinagar.]  [W11015/3/2023/Works][2023_CSIR_165340_1]",Council of Scientific and Industrial Research||IIIM-Jammu - CSIR||ESD-IIM - CSIR,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SQIIadw30lhKluPS%2FctOZvw%3D%3D
430.,23-Aug-2023 11:00 AM.,08-Sep-2023 03:00 PM,09-Sep-2023 03:00 PM,"[Supply on door delivery basis Spare Parts along with servicing of Air Compressor at HBL Integrated Plant, Lauriya]  [HBL/TEN/PUB/23-24/189][2023_HPCLB_165361_1]",HPCL Biofuels Limited||Purchase (Patna),https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SlL66ljt0bPRa2vhela15Ug%3D%3D
431.,23-Aug-2023 09:00 AM.,06-Sep-2023 03:00 PM,07-Sep-2023 03:30 PM,"[Renovation of Ladies and Gents washroom at Pulwama Field Station, IIIM Branch Lab Srinagar.]  [W11015/3/2023/Works][2023_CSIR_165340_1]",Council of Scientific and Industrial Research||IIIM-Jammu - CSIR||ESD-IIM - CSIR,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SQIIadw30lhKluPS%2FctOZvw%3D%3D
432.,23-Aug-2023 06:00 PM.,13-Sep-2023 03:00 PM,14-Sep-2023 03:00 PM,[e-Tender for Transportation of Telecom Materials for Chandrapur Business Area for FY 2023-24]  [CHA-BA/PLG/TRANSPORTATION TENDER/2023-24 DATED 23/][2023_BSNL_165382_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Maharashtra Telecom Circle||GMTD, Chandrapur",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SKYO%2FSAJvzK6eNu0VrBUeyg%3D%3D
433.,23-Aug-2023 11:00 AM.,08-Sep-2023 03:00 PM,09-Sep-2023 03:00 PM,"[Supply on door delivery basis Spare Parts along with servicing of Air Compressor at HBL Integrated Plant, Lauriya]  [HBL/TEN/PUB/23-24/189][2023_HPCLB_165361_1]",HPCL Biofuels Limited||Purchase (Patna),https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SlL66ljt0bPRa2vhela15Ug%3D%3D
434.,23-Aug-2023 01:30 PM.,12-Sep-2023 03:00 PM,13-Sep-2023 04:00 PM,[LAYING OF SUB TRAMISSION PIPELINE (STPL) AND ASSOCIATED WORKS FROM MULUGU TO BHIKNOOR FOR NIZAMABAD GA OF MNGL.]  [MNGL/CP/2023-24/79][2023_MNGL_165394_1],Maharashtra Natural Gas Ltd.||Corporate Office Pune||Contracts and Procurement,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=S2jOd8z%2BWkdBcw2IwUoG5Xg%3D%3D
435.,23-Aug-2023 11:10 AM.,04-Sep-2023 11:30 AM,05-Sep-2023 11:30 AM,[Optical Fiber Cable Construction work for 4G saturation Project of 12 sites of Sriganganagar SSA]  [S-499/e-tender/OFC 4G Saturation/Sec-III/SGR/BIK][2023_BSNL_165365_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Rajasthan Telecom Circle||GMTD-Bikaner||AGM(Rural),https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SDcd40RhLwW7v9PxNhTqUiA%3D%3D
436.,23-Aug-2023 05:30 PM.,15-Sep-2023 11:00 AM,16-Sep-2023 11:30 AM,"[Earthwork in formation, P-Way works, Bridges and Miscellaneous works in connection with P.R. siding of New Silo at Bina Kakri Amalgamation project of NCL, Sonebhadra Uttar Pradesh (Package-2)]  [RITES/PU LKO/BinaKakri/C/2023][2023_RITES_165416_1]","RITES Ltd.||ROC 2 (Sector 44 Gurugram) - RITES||Northern Region Project Office,Gurugram-RITES",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=S0m%2Fo55cYxReg8UqBBlRxBQ%3D%3D
437.,23-Aug-2023 04:00 PM.,08-Sep-2023 02:00 PM,09-Sep-2023 10:00 AM,"[SPECIAL REPAIRS / RENOVATION TO KITCHEN, BATHROOM AND TOILETS IN TYPE - IV AND TYPE - V QUARTERS AT HVF ESTATE]  [HVF/TE/13025/CEO/2023-24/38][2023_AVNL_165356_1]",Armoured Vehicles Nigam Limited||Heavy Vehicles Factory - Avadi,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SlNWW7oWQRwuEWAUALRo%2B5g%3D%3D
438.,23-Aug-2023 01:00 PM.,30-Aug-2023 02:00 PM,31-Aug-2023 02:30 PM,[AMC for Shimadzu HPLC system]  [A3/80213/23-24][2023_CSIR_165376_1],Council of Scientific and Industrial Research||CFTRI-Mysore - CSIR||Purchase-CFTRI - CSIR,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=S2qCvqkpjMLQl2HejLiyaVg%3D%3D
